,Year,id,AdmitDesc,levl,styp_desc,Department,Degree Type,Major,Attendance,Gender,Citizen,Ethnicity,HS_GPA,SAT_M,SAT_RW,SAT_COMP,ACT_COMP,GRE_Quantitative,Yield,Start semester status
2586,2016,2346666,Admitted,G,New Graduate,Computer Science,MS,Computer Science,,Male,international,Intl,,,,,,163.0,not yield,
2587,2016,2348435,Admitted,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,159.0,not yield,
2588,2016,2349864,Admitted,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,161.0,not yield,
2589,2016,2354975,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,,Male,international,Intl,,,,,,156.0,not yield,
2590,2016,2353640,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,152.0,not yield,
2591,2016,2350380,Admitted,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,158.0,not yield,
2592,2016,2351972,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Business & Information Systems,F,Male,international,Intl,,,,,,162.0,not yield,
2593,2016,2353688,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,156.0,not yield,
2594,2016,2350991,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,161.0,not yield,
2595,2016,2348312,Admitted,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,156.0,not yield,
2596,2016,2349304,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,150.0,not yield,
2597,2016,2352204,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Business & Information Systems,F,Male,international,Intl,,,,,,155.0,not yield,
2598,2016,2352657,Cancelled Accept,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,165.0,not yield,
2599,2016,2348872,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,160.0,not yield,
2600,2016,2348195,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,165.0,not yield,
2601,2016,2337210,Admitted,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,154.0,not yield,
2602,2016,2348537,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Business & Information Systems,F,Female,international,Intl,,,,,,160.0,not yield,
2603,2016,2352128,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,,Male,international,Intl,,,,,,157.0,not yield,
2604,2016,2350025,Admitted,G,New Graduate,Computer Science,MS,Computer Science,,Male,international,Intl,,,,,,161.0,not yield,
2605,2016,2349890,Cancelled Accept,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,152.0,not yield,
2606,2016,2337187,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,159.0,not yield,
2607,2016,2347331,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,158.0,not yield,
2608,2016,2352672,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,163.0,not yield,
2609,2016,2353857,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,152.0,not yield,
2610,2016,2347288,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,160.0,not yield,
2611,2016,2357335,Admitted,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,165.0,not yield,
2612,2016,2331116,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,157.0,not yield,
2613,2016,2352723,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Business & Information Systems,F,Male,international,Intl,,,,,,158.0,not yield,
2614,2016,2353374,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,159.0,not yield,
2615,2016,2340875,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,155.0,not yield,
2616,2016,2346380,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,154.0,not yield,
2617,2016,2328717,Admitted,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,159.0,not yield,
2618,2016,2357344,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,153.0,not yield,
2619,2016,2357166,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,161.0,not yield,
2620,2016,2350643,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Cyber Security & Privacy,F,Male,international,Intl,,,,,,162.0,not yield,
2621,2016,2355422,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,159.0,not yield,
2622,2016,2334167,Cancelled Accept,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,168.0,not yield,
2623,2016,2334443,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,156.0,not yield,
2624,2016,2352118,Admitted,G,New Graduate,Computer Science,MS,Software Engineering,F,Male,international,Intl,,,,,,152.0,not yield,
2625,2016,2332265,Admitted,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,160.0,not yield,
2626,2016,2338132,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,155.0,not yield,
2627,2016,2353014,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,155.0,not yield,
2628,2016,2352961,Cancelled Accept,G,New Graduate,Computer Science,MS,Computer Science,,Male,international,Intl,,,,,,167.0,not yield,
2629,2016,2335533,Admitted,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,158.0,not yield,
2630,2016,2348411,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,157.0,not yield,
2631,2016,2335501,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,,Male,international,Intl,,,,,,160.0,not yield,
2632,2016,2350076,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,158.0,not yield,
2633,2016,2342552,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,,Female,international,Intl,,,,,,160.0,not yield,
2634,2016,2337473,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,158.0,not yield,
2635,2016,2350545,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,159.0,not yield,
2636,2016,2354444,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,153.0,not yield,
2637,2016,2348579,Admitted,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,156.0,not yield,
2638,2016,2343517,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,157.0,not yield,
2639,2016,2348038,Admitted,G,New Graduate,Computer Science,MS,Cyber Security & Privacy,F,Male,international,Intl,,,,,,161.0,not yield,
2640,2016,2354074,Admitted,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,155.0,not yield,
2641,2016,2338114,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,158.0,not yield,
2642,2016,2346614,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,,Female,international,Intl,,,,,,156.0,not yield,
2643,2016,2344422,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,,Female,international,Intl,,,,,,158.0,not yield,
2644,2016,2348630,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,159.0,not yield,
2645,2016,2350688,Admitted,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,162.0,not yield,
2646,2016,2339983,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Business & Information Systems,F,Male,international,Intl,,,,,,160.0,not yield,
2647,2016,2348997,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,160.0,not yield,
2648,2016,2334064,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,158.0,not yield,
2649,2016,2347413,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,151.0,not yield,
2650,2016,2340263,Admitted,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,158.0,not yield,
2651,2016,2347114,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,156.0,not yield,
2652,2016,2346020,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,156.0,not yield,
2653,2016,2350647,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,154.0,not yield,
2654,2016,2348905,Admitted,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,159.0,not yield,
2655,2016,2345755,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,,Male,international,Intl,,,,,,159.0,not yield,
2656,2016,2343804,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,,Male,international,Intl,,,,,,159.0,not yield,
2657,2016,2351835,Admitted,G,New Graduate,Computer Science,MS,Computer Science,,Male,international,Intl,,,,,,159.0,not yield,
2658,2016,2332628,Admitted,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,158.0,not yield,
2659,2016,2340090,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,162.0,not yield,
2660,2016,2336272,Admitted,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,157.0,not yield,
2661,2016,2333369,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,155.0,not yield,
2662,2016,2321546,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,158.0,not yield,
2663,2016,2342135,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,154.0,not yield,
2664,2016,2340004,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,155.0,not yield,
2665,2016,2342812,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,IT Administration & Security,F,Male,international,Intl,,,,,,161.0,not yield,
2666,2016,2335522,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Software Engineering,,Female,international,Intl,,,,,,158.0,not yield,
2667,2016,2341066,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,,Female,international,Intl,,,,,,158.0,not yield,
2668,2016,2306258,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,163.0,not yield,
2669,2016,2314932,Cancelled Accept,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,161.0,not yield,
2670,2016,2277328,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,153.0,not yield,
2671,2016,2330676,Admitted,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,157.0,not yield,
2672,2016,2332783,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,154.0,not yield,
2673,2016,2333494,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,,Male,international,Intl,,,,,,158.0,not yield,
2674,2016,2339759,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,156.0,not yield,
2675,2016,2354318,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,159.0,not yield,
2676,2016,2350034,Admitted,G,New Graduate,Computer Science,MS,Software Engineering,,Male,international,Intl,,,,,,151.0,not yield,
2677,2016,2353254,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,152.0,not yield,
2678,2016,2350554,Cancelled Accept,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,,not yield,
2679,2016,2353879,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,158.0,not yield,
2680,2016,2352396,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,156.0,not yield,
2681,2016,2356031,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,157.0,not yield,
2682,2016,2352688,Cancelled Accept,G,New Graduate,Computer Science,MS,Computer Science,,Male,international,Intl,,,,,,162.0,yield,freshmen
2683,2016,2349425,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computing & Business,F,Male,international,Intl,,,,,,156.0,not yield,
2684,2016,2353711,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,domestic,Asian,,,,,,152.0,not yield,
2685,2016,2348548,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,155.0,not yield,
2686,2016,2334110,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,159.0,not yield,
2687,2016,2347325,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,160.0,not yield,
2688,2016,2348876,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,150.0,not yield,
2689,2016,2339312,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,152.0,not yield,
2690,2016,2348976,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,159.0,not yield,
2691,2016,2354738,Cancelled Accept,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,162.0,not yield,
2692,2016,2334402,Cancelled Accept,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,,Female,international,Intl,,,,,,157.0,not yield,
2693,2016,2338277,Admitted,G,New Graduate,Computer Science,MS,Computer Science,,Male,international,Intl,,,,,,161.0,not yield,
2694,2016,2340842,Cancelled Accept,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,152.0,not yield,
2695,2016,2350975,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,157.0,not yield,
2696,2016,2353877,Admitted,G,New Graduate,Computer Science,MS,Computer Science,,Male,international,Intl,,,,,,157.0,not yield,
2697,2016,2346201,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,158.0,not yield,
2698,2016,2352963,Cancelled Accept,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,,Female,international,Intl,,,,,,160.0,not yield,
2699,2016,2327380,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,156.0,not yield,
2700,2016,2306216,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,IT Administration & Security,F,Male,international,Intl,,,,,,157.0,yield,continue
2701,2016,2339725,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,158.0,not yield,
2702,2016,2355421,Admitted,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,160.0,not yield,
2703,2016,2357475,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Cyber Security & Privacy,,Female,international,Intl,,,,,,156.0,not yield,
2704,2016,2356084,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Software Engineering,,Male,international,Intl,,,,,,155.0,not yield,
2705,2016,2331709,Admitted,G,New Graduate,Computer Science,MS,Software Engineering,,Female,international,Intl,,,,,,157.0,not yield,
2706,2016,2346561,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,161.0,not yield,
2707,2016,2346757,Admitted,G,New Graduate,Computer Science,MS,Computer Science,,Male,international,Intl,,,,,,161.0,not yield,
2708,2016,2346381,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,,Male,international,Intl,,,,,,161.0,not yield,
2709,2016,2344805,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Cyber Security & Privacy,,Male,international,Intl,,,,,,154.0,not yield,
2710,2016,2333058,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,152.0,not yield,
2711,2016,2345945,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Business & Information Systems,,Male,international,Intl,,,,,,158.0,not yield,
2712,2016,2336998,Cancelled Accept,U,Transfer,Computer Science,BS,Computer Science,F,Female,domestic,Asian,,490.0,410.0,900.0,,,yield,transfer
2713,2016,2349924,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,,Male,international,Intl,,,,,,152.0,not yield,
2714,2016,2352719,Cancelled Accept,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,160.0,not yield,
2715,2016,2354899,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,,Female,international,Intl,,,,,,154.0,not yield,
2716,2016,2349813,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,165.0,not yield,
2717,2016,2349032,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,159.0,not yield,
2718,2016,2357236,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,164.0,not yield,
2719,2016,2350630,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,158.0,not yield,
2720,2016,2350365,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,158.0,not yield,
2721,2016,2348418,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,158.0,not yield,
2722,2016,2347148,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,156.0,not yield,
2723,2016,2350395,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,158.0,not yield,
2724,2016,2352130,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Business & Information Systems,F,Female,international,Intl,,,,,,155.0,not yield,
2725,2016,2348342,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,158.0,not yield,
2726,2016,2350640,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,156.0,not yield,
2727,2016,2350398,Admitted,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,158.0,not yield,
2728,2016,2335485,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,158.0,not yield,
2729,2016,2348059,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,156.0,not yield,
2730,2016,2348863,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,152.0,not yield,
2731,2016,2334849,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,152.0,not yield,
2732,2016,2346637,Admitted,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,157.0,not yield,
2733,2016,2346150,Admitted,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,156.0,not yield,
2734,2016,2337211,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,153.0,not yield,
2735,2016,2348007,Cancelled Accept,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,156.0,not yield,
2736,2016,2347919,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,155.0,not yield,
2737,2016,2336646,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,161.0,not yield,
2738,2016,2347322,Admitted,G,New Graduate,Computer Science,MS,Software Engineering,F,Male,international,Intl,,,,,,162.0,not yield,
2739,2016,2345629,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,158.0,not yield,
2740,2016,2349690,Cancelled Accept,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,158.0,not yield,
2741,2016,2345933,Admitted,G,New Graduate,Computer Science,MS,Computer Science,,Male,international,Intl,,,,,,159.0,not yield,
2742,2016,2350654,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,157.0,not yield,
2743,2016,2350645,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,153.0,not yield,
2744,2016,2349601,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,157.0,not yield,
2745,2016,2348422,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,167.0,not yield,
2746,2016,2353636,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,159.0,not yield,
2747,2016,2353710,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,,Female,international,Intl,,,,,,158.0,not yield,
2748,2016,2331793,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,153.0,not yield,
2749,2016,2348074,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,151.0,not yield,
2750,2016,2346372,Cancelled Accept,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,165.0,not yield,
2751,2016,2343440,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,161.0,not yield,
2752,2016,2339309,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,157.0,not yield,
2753,2016,2344503,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Business & Information Systems,F,Male,international,Intl,,,,,,159.0,not yield,
2754,2016,2304961,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,156.0,not yield,
2755,2016,2348238,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,152.0,not yield,
2756,2016,2348314,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,163.0,not yield,
2757,2016,2348205,Admitted,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,156.0,not yield,
2758,2016,2334322,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,158.0,not yield,
2759,2016,2347751,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,159.0,not yield,
2760,2016,2349869,Admitted,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,157.0,not yield,
2761,2016,2349378,Admitted,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,156.0,not yield,
2762,2016,2352308,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,158.0,not yield,
2763,2016,2349449,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,166.0,not yield,
2764,2016,2348326,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,158.0,not yield,
2765,2016,2346540,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,151.0,not yield,
2766,2016,1778118,Cancelled Accept,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,domestic,Asian,3.68,650.0,580.0,1230.0,,,yield,freshmen
2767,2016,2333096,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,160.0,not yield,
2768,2016,2342814,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,159.0,not yield,
2769,2016,2343131,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,160.0,not yield,
2770,2016,2350159,Admitted,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,154.0,not yield,
2771,2016,2348214,Cancelled Accept,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,,not yield,
2772,2016,2342588,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,156.0,not yield,
